,Mean,Variance,Up,Class
176,2437.5,246093.75,0.79562,wifi
177,2451.6129032258063,247658.6888657648,0.7969,wifi
178,2516.1290322580644,249739.85431841828,0.80063,wifi
179,2468.75,249023.4375,0.79685,wifi
180,2437.5,246093.75,0.78,wifi
181,2500.0,250000.0,0.80024,wifi
182,2566.6666666666665,245555.55555555556,0.81599,wifi
183,2343.75,225585.9375,0.79357,wifi
184,2516.1290322580644,249739.85431841828,0.79405,wifi
185,2437.5,246093.75,0.79615,wifi
186,2600.0,240000.0,0.80352,wifi
187,2343.75,225585.9375,0.78461,wifi
188,2548.3870967741937,247658.6888657648,0.80124,wifi
189,2500.0,250000.0,0.78765,wifi
190,2483.8709677419356,249739.85431841828,0.79297,wifi
191,2548.3870967741937,247658.6888657648,0.8001,wifi
192,2451.6129032258063,247658.6888657648,0.79437,wifi
193,2566.6666666666665,245555.55555555556,0.79554,wifi
194,2516.1290322580644,249739.85431841828,0.78916,wifi
195,2437.5,246093.75,0.8129,wifi
196,2363.6363636363635,231404.95867768594,0.81565,wifi
197,2406.25,241210.9375,0.77595,wifi
198,2483.8709677419356,249739.85431841825,0.80369,wifi
199,2516.1290322580644,249739.85431841828,0.79265,wifi
